legacy_row_id,legacy_edge_id,source_id,target_id,legacy_relation_scope,legacy_relation_kind,disposition,work_relation_id,migration_note,legacy_reason
connection-000174,x-men-the-last-stand-2006 -> x-men-days-of-future-past-2014,x-men-the-last-stand-2006,x-men-days-of-future-past-2014,story,story_link,migrated_explicit_relation,work-relation-x-men-the-last-stand-2006-x-men-days-of-future-past-2014-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,『フューチャー＆パスト』未来側は旧三部作の人物・状況を引き継ぐ。
connection-000175,avengers-age-of-ultron-2015 -> visionquest-2026-10-14,avengers-age-of-ultron-2015,visionquest-2026-10-14,story,story_link,migrated_explicit_relation,work-relation-avengers-age-of-ultron-2015-visionquest-2026-10-14-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,ジェームズ・スペイダーのウルトロン復帰とヴィジョンの起点を回収。
connection-000176,avengers-endgame-2019 -> avengers-doomsday-2026-12-18,avengers-endgame-2019,avengers-doomsday-2026-12-18,story,story_link,migrated_explicit_relation,work-relation-avengers-endgame-2019-avengers-doomsday-2026-12-18-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,日本公式がDoomsday公開前にEndgame: Encoreを再上映。直接前日譚とは扱わない。
connection-000177,thor-love-and-thunder-2022 -> avengers-doomsday-2026-12-18,thor-love-and-thunder-2022,avengers-doomsday-2026-12-18,character,character_continuity,appearance_derived_pending_audit,,Character-only legacy edge moves to appearances/portrayals; original edge metadata remains in this ledger.,日本公式がソーの帰還を明示。直接前日譚ではなく出演・帰還レイヤー。
connection-000178,black-panther-wakanda-forever-2022 -> avengers-doomsday-2026-12-18,black-panther-wakanda-forever-2022,avengers-doomsday-2026-12-18,character,character_continuity,appearance_derived_pending_audit,,Character-only legacy edge moves to appearances/portrayals; original edge metadata remains in this ledger.,日本公式がワカンダの帰還を明示し、シュリ／M’バク／ネイモアも出演確認。
connection-000179,ant-man-and-the-wasp-quantumania-2023 -> avengers-doomsday-2026-12-18,ant-man-and-the-wasp-quantumania-2023,avengers-doomsday-2026-12-18,promotion,promotion,migrated_promotion_fact,work-relation-ant-man-and-the-wasp-quantumania-2023-avengers-doomsday-2026-12-18-promotion,Official promotional association retained as a promotion fact; prewatch tier is view/policy data.,日本公式のDoomsday公開記念関連13作品に含まれる。直接前日譚・出演確認の根拠とは分離。
connection-000180,captain-america-brave-new-world-2025 -> avengers-doomsday-2026-12-18,captain-america-brave-new-world-2025,avengers-doomsday-2026-12-18,promotion,promotion,migrated_promotion_fact,work-relation-captain-america-brave-new-world-2025-avengers-doomsday-2026-12-18-promotion,Official promotional association retained as a promotion fact; prewatch tier is view/policy data.,日本公式のDoomsday公開記念関連13作品に含まれる。直接前日譚・出演確認の根拠とは分離。
connection-000181,shang-chi-and-the-legend-of-the-ten-rings-2021 -> avengers-doomsday-2026-12-18,shang-chi-and-the-legend-of-the-ten-rings-2021,avengers-doomsday-2026-12-18,promotion,promotion,migrated_promotion_fact,work-relation-shang-chi-and-the-legend-of-the-ten-rings-2021-avengers-doomsday-2026-12-18-promotion,Official promotional association retained as a promotion fact; prewatch tier is view/policy data.,日本公式のDoomsday公開記念関連13作品に含まれる。直接前日譚・出演確認の根拠とは分離。
connection-000182,thunderbolts-new-avengers-2025 -> avengers-doomsday-2026-12-18,thunderbolts-new-avengers-2025,avengers-doomsday-2026-12-18,story,lead_in,migrated_explicit_relation,work-relation-thunderbolts-new-avengers-2025-avengers-doomsday-2026-12-18-lead-in,Legacy relation retained as explicit v5 relation seed pending content audit.,日本公式がサンダーボルツ*をDoomsdayにつながる見逃せない一作と明示。
connection-000183,marvel-s-agent-carter-series-20152016 -> avengers-doomsday-2026-12-18,marvel-s-agent-carter-series-20152016,avengers-doomsday-2026-12-18,character,character_continuity,appearance_derived_pending_audit,,Character-only legacy edge moves to appearances/portrayals; original edge metadata remains in this ledger.,ヘイリー・アトウェル／ペギー・カーターの出演確認。どの時点・変異体かは未確定。
connection-000184,x-men-the-last-stand-2006 -> avengers-doomsday-2026-12-18,x-men-the-last-stand-2006,avengers-doomsday-2026-12-18,character,character_continuity,appearance_derived_pending_audit,,Character-only legacy edge moves to appearances/portrayals; original edge metadata remains in this ledger.,サイクロップス、ビースト、ミスティーク等の旧X-MEN俳優陣が出演確認。旧映画からの直接続編とは断定しない。
connection-000185,the-marvels-2023 -> avengers-doomsday-2026-12-18,the-marvels-2023,avengers-doomsday-2026-12-18,story,story_link,migrated_explicit_relation,work-relation-the-marvels-2023-avengers-doomsday-2026-12-18-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,The Marvels終盤のBeastをX-MEN橋渡しとして参照。加えて日本公式Doomsday関連13作品に含まれる。直接続編とはしない。
connection-000186,thor-2011 -> thor-the-dark-world-2013,thor-2011,thor-the-dark-world-2013,story,sequel,migrated_explicit_relation,work-relation-thor-2011-thor-the-dark-world-2013-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,『マイティ・ソー』から同じThor/Loki/Asgard枝を引き継ぐ直接続編。『アベンジャーズ』を挟むが、ソー単独シリーズの直系接続として表示。
connection-000187,the-avengers-2012 -> iron-man-3-2013,the-avengers-2012,iron-man-3-2013,story,aftermath,migrated_explicit_relation,work-relation-the-avengers-2012-iron-man-3-2013-aftermath,Legacy relation retained as explicit v5 relation seed pending content audit.,『アイアンマン3』のTony Starkは『アベンジャーズ』ニューヨーク決戦の体験を引きずっており、Phase 1イベントの明確な後日談として機能する。
connection-000188,iron-man-3-2013 -> avengers-age-of-ultron-2015,iron-man-3-2013,avengers-age-of-ultron-2015,story,story_link,migrated_explicit_relation,work-relation-iron-man-3-2013-avengers-age-of-ultron-2015-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,Tony Stark/Iron Manが単独作からAvengersの中心人物として継続。直接続編ではないためmediumで表示。
connection-000189,spider-man-far-from-home-2019 -> secret-invasion-2023,spider-man-far-from-home-2019,secret-invasion-2023,world_lore,world_lore,migrated_explicit_relation,work-relation-spider-man-far-from-home-2019-secret-invasion-2023-world-lore,Legacy relation retained as explicit v5 relation seed pending content audit.,『ファー・フロム・ホーム』でSoren/TalosとFuryの宇宙側状況が示され、『シークレット・インベージョン』でFury/Talos/Skrull問題が主軸になる。直接続編とは断定しない。
connection-000190,guardians-of-the-galaxy-2014 -> captain-marvel-2019,guardians-of-the-galaxy-2014,captain-marvel-2019,world_lore,lead_in,migrated_explicit_relation,work-relation-guardians-of-the-galaxy-2014-captain-marvel-2019-lead-in,Legacy relation retained as explicit v5 relation seed pending content audit.,RonanとKorath、Kree勢力が両作品を横断。『キャプテン・マーベル』は年代上は過去だが、公開順ベースの背景理解線として表示。
connection-000191,x-men-2000 -> deadpool-wolverine-2024,x-men-2000,deadpool-wolverine-2024,character,character_continuity,appearance_derived_pending_audit,,Character-only legacy edge moves to appearances/portrayals; original edge metadata remains in this ledger.,2000年『X-MEN』のTyler Mane版Sabretoothが『デッドプール＆ウルヴァリン』に再登場。旧映画の直続編とはせずlegacy multiverse bridgeとして表示。
connection-000192,x-men-the-last-stand-2006 -> deadpool-wolverine-2024,x-men-the-last-stand-2006,deadpool-wolverine-2024,story,character_continuity,appearance_derived_pending_audit,,Character-only legacy edge moves to appearances/portrayals; original edge metadata remains in this ledger.,Aaron Stanford版Pyroが『X2』『ファイナル ディシジョン』から18年ぶりに同役で帰還。旧映画の直続編とはせずlegacy multiverse bridgeとして表示。
connection-000193,spider-man-no-way-home-2021 -> morbius-2022,spider-man-no-way-home-2021,morbius-2022,crossover,crossover,migrated_explicit_relation,work-relation-spider-man-no-way-home-2021-morbius-2022-crossover,Legacy relation retained as explicit v5 relation seed pending content audit.,『モービウス』ポストクレジットでMCUのAdrian Toomes/VultureがSony側宇宙へ移動。『ノー・ウェイ・ホーム』後の多元宇宙現象との橋として表示。
connection-000194,inhumans-2017 -> doctor-strange-in-the-multiverse-of-madness-2022,inhumans-2017,doctor-strange-in-the-multiverse-of-madness-2022,variant_meta,variant_callback,migrated_explicit_relation,work-relation-inhumans-2017-doctor-strange-in-the-multiverse-of-madness-2022-variant-callback,Legacy relation retained as explicit v5 relation seed pending content audit.,『インヒューマンズ』でBlack Boltを演じたAnson MountがEarth-838版Black Boltとして『MoM』に再登場。同一個体ではないためvariant/legacy線。
connection-000195,captain-america-civil-war-2016 -> agents-of-s-h-i-e-l-d-20132020,captain-america-civil-war-2016,agents-of-s-h-i-e-l-d-20132020,world_lore,world_lore,migrated_explicit_relation,work-relation-captain-america-civil-war-2016-agents-of-s-h-i-e-l-d-20132020-world-lore,Legacy relation retained as explicit v5 relation seed pending content audit.,Marvel公式のAoS Season 3 recapが、Sokovia Accords発効後にCoulson/TalbotがInhumansへの影響を議論したと明記。映画イベントのTV側反映。
connection-000196,she-hulk-attorney-at-law-2022 -> spider-man-brand-new-day-2026-07-31,she-hulk-attorney-at-law-2022,spider-man-brand-new-day-2026-07-31,character,character_continuity,appearance_derived_pending_audit,,Character-only legacy edge moves to appearances/portrayals; original edge metadata remains in this ledger.,ファン図が「Hulkの直近登場」としてShe-Hulkを候補化。公開後、BNDでBruce/Hulkが物語上重要な役割を持ち、She-HulkのSkaar写真もBruceの部屋に置かれていることが確認された。
connection-000197,the-punisher-one-last-kill-2026-05-12 -> spider-man-brand-new-day-2026-07-31,the-punisher-one-last-kill-2026-05-12,spider-man-brand-new-day-2026-07-31,character,character_continuity,appearance_derived_pending_audit,,Character-only legacy edge moves to appearances/portrayals; original edge metadata remains in this ledger.,ファン図がBND前の直近Punisher作品として候補化。公開後、Jon Bernthal版PunisherはBNDで単なるカメオではなく共同主役級の役割を持つことが確認された。
connection-000198,thunderbolts-new-avengers-2025 -> spider-man-brand-new-day-2026-07-31,thunderbolts-new-avengers-2025,spider-man-brand-new-day-2026-07-31,character,character_continuity,appearance_derived_pending_audit,,Character-only legacy edge moves to appearances/portrayals; original edge metadata remains in this ledger.,公開後の脚本家取材でYelena/Florence PughがBNDに登場し、制作初期から組み込まれていたことが確認された。直前の主要映画出演作Thunderbolts*からの人物線。
connection-000199,iron-man-3-2013 -> wonder-man-s1-2026,iron-man-3-2013,wonder-man-s1-2026,character,character_continuity,appearance_derived_pending_audit,,Character-only legacy edge moves to appearances/portrayals; original edge metadata remains in this ledger.,ファン視聴図でWonder Man前のIron Man 3が重要候補。Marvel公式も「Iron Man 3 villain to Wonder Man star」と明示し、Trevor Slatteryの公式MCUウォッチガイドを公開。
