work_id,title_ja,title_en,title_official,release,release_raw,format,status,priority,branch_ja,branch_en,classification,ja_status,japan_date,japan_type,source_url,source_note,notes,chronology_lane,chronology_order,chronology_track,chronology_certainty,chronology_note,release_sort_date,release_display_date,release_kind,release_certainty,release_precision,release_source_note,aliases_ja,title_audit_status,title_audit_source_url,title_last_verified,title_management_note,stable_id_note
blade-1998-1998,ブレイド,Blade (1998),ブレイド,1998年,1998,film,released,LEGACY-SUPPLEMENT,旧ブレイド,Blade legacy,legacy film universe,established,,,,,Include in detailed multiverse sheet; not a direct sequel path into MCU.,,,,,,1998-08-21,1998.08.21,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
blade-ii-2002,ブレイド2,Blade II,ブレイド2,2002年,2002,film,released,LEGACY-SUPPLEMENT,旧ブレイド,Blade legacy,legacy film universe,established,,,,,Include in detailed multiverse sheet; not a direct sequel path into MCU.,,,,,,2002-03-22,2002.03.22,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
blade-trinity-2004,ブレイド3,Blade: Trinity,ブレイド3,2004年,2004,film,released,LEGACY-SUPPLEMENT,旧ブレイド,Blade legacy,legacy film universe,established,,,,,Include in detailed multiverse sheet; not a direct sequel path into MCU.,,,,,,2004-12-08,2004.12.08,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
daredevil-2003,デアデビル（2003）,Daredevil,デアデビル,2003年,2003,film,released,LEGACY-SUPPLEMENT,旧デアデビル／エレクトラ,Fox/Regency Daredevil-Elektra,legacy film universe,established,,,,,Include in detailed multiverse sheet; not a direct sequel path into MCU.,,,,,,2003-02-14,2003.02.14,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
elektra-2005,エレクトラ,Elektra,エレクトラ,2005年,2005,film,released,LEGACY-SUPPLEMENT,旧デアデビル／エレクトラ,Fox/Regency Daredevil-Elektra,legacy film universe,established,,,,,Include in detailed multiverse sheet; not a direct sequel path into MCU.,,,,,,2005-01-14,2005.01.14,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
fantastic-four-2005,ファンタスティック・フォー ［超能力ユニット］,Fantastic Four,ファンタスティック・フォー［超能力ユニット］,2005年,2005,film,released,LEGACY-SUPPLEMENT,旧ファンタスティック・フォー,Fox Fantastic Four,legacy film universe,established,,,,,Include in detailed multiverse sheet; not a direct sequel path into MCU.,,,,,,2005-07-08,2005.07.08,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
fantastic-four-rise-of-the-silver-surfer-2007,ファンタスティック・フォー：銀河の危機,Fantastic Four: Rise of the Silver Surfer,ファンタスティック・フォー：銀河の危機,2007年,2007,film,released,LEGACY-SUPPLEMENT,旧ファンタスティック・フォー,Fox Fantastic Four,legacy film universe,established,,,,,Include in detailed multiverse sheet; not a direct sequel path into MCU.,,,,,,2007-06-15,2007.06.15,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
venom-2018,ヴェノム,Venom,ヴェノム,2018年,2018,film,released,OPTIONAL,ソニー・スパイダーマン・ユニバース,Sony's Spider-Man Universe,SSU,established,,,,,Venom branch has an explicit MCU multiverse/post-credit bridge; other SSU titles are best shown as same-universe/adjacent rather than direct MCU edges.,ssu,10,venom-line,confirmed,Venom 三部作として連続表示。,2018-10-05,2018.10.05,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
venom-let-there-be-carnage-2021,ヴェノム：レット・ゼア・ビー・カーネイジ,Venom: Let There Be Carnage,ヴェノム：レット・ゼア・ビー・カーネイジ,2021年,2021,film,released,OPTIONAL,ソニー・スパイダーマン・ユニバース,Sony's Spider-Man Universe,SSU,established,,,,,Venom branch has an explicit MCU multiverse/post-credit bridge; other SSU titles are best shown as same-universe/adjacent rather than direct MCU edges.,ssu,20,venom-line,confirmed,Venom 三部作として連続表示。,2021-10-01,2021.10.01,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
morbius-2022,モービウス,Morbius,モービウス,2022年,2022,film,released,OPTIONAL,ソニー・スパイダーマン・ユニバース,Sony's Spider-Man Universe,SSU,established,,,,,Venom branch has an explicit MCU multiverse/post-credit bridge; other SSU titles are best shown as same-universe/adjacent rather than direct MCU edges.,ssu,200,standalone,ambiguous,同一の一本線へ強制接続せず、独立作品枠として表示。,2022-04-01,2022.04.01,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
madame-web-2024,マダム・ウェブ,Madame Web,マダム・ウェブ,2024年,2024,film,released,OPTIONAL,ソニー・スパイダーマン・ユニバース,Sony's Spider-Man Universe,SSU,established,,,,,Venom branch has an explicit MCU multiverse/post-credit bridge; other SSU titles are best shown as same-universe/adjacent rather than direct MCU edges.,ssu,210,standalone,ambiguous,同一の一本線へ強制接続せず、独立作品枠として表示。,2024-02-14,2024.02.14,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
venom-the-last-dance-2024,ヴェノム：ザ・ラストダンス,Venom: The Last Dance,ヴェノム：ザ・ラストダンス,2024年,2024,film,released,OPTIONAL,ソニー・スパイダーマン・ユニバース,Sony's Spider-Man Universe,SSU,established,,,,,Venom branch has an explicit MCU multiverse/post-credit bridge; other SSU titles are best shown as same-universe/adjacent rather than direct MCU edges.,ssu,30,venom-line,confirmed,Venom 三部作として連続表示。,2024-10-25,2024.10.25,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
kraven-the-hunter-2024,クレイヴン・ザ・ハンター,Kraven the Hunter,クレイヴン・ザ・ハンター,2024年,2024,film,released,OPTIONAL,ソニー・スパイダーマン・ユニバース,Sony's Spider-Man Universe,SSU,established,,,,,Venom branch has an explicit MCU multiverse/post-credit bridge; other SSU titles are best shown as same-universe/adjacent rather than direct MCU edges.,ssu,220,standalone,ambiguous,同一の一本線へ強制接続せず、独立作品枠として表示。,2024-12-13,2024.12.13,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
spider-man-into-the-spider-verse-2018,スパイダーマン：スパイダーバース,Spider-Man: Into the Spider-Verse,スパイダーマン：スパイダーバース,2018年,2018,animated film,released,OPTIONAL,スパイダーバース・アニメーション,Spider-Verse animation,Sony Animation multiverse,established,,,,,Use a weak/reference edge only; do not imply MCU story continuity.,,,,,,2018-12-14,2018.12.14,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
spider-man-across-the-spider-verse-2023,スパイダーマン：アクロス・ザ・スパイダーバース,Spider-Man: Across the Spider-Verse,スパイダーマン：アクロス・ザ・スパイダーバース,2023年,2023,animated film,released,OPTIONAL,スパイダーバース・アニメーション,Spider-Verse animation,Sony Animation multiverse,established,,,,,Use a weak/reference edge only; do not imply MCU story continuity.,,,,,,2023-06-02,2023.06.02,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
spider-man-beyond-the-spider-verse-tba,スパイダーマン：ビヨンド・ザ・スパイダーバース,Spider-Man: Beyond the Spider-Verse,スパイダーマン：ビヨンド・ザ・スパイダーバース,2027年6月18日,2027-06-18,animated film,announced/upcoming,OPTIONAL,スパイダーバース・アニメーション,Spider-Verse animation,Sony Animation multiverse,established,,,https://www.sony.com/ja/SonyInfo/blog/2026/05/19/,Sony Group CinemaCon 2026公式。米国公開日は2027年6月18日。,Use a weak/reference edge only; do not imply MCU story continuity.,,,,,,2027-06-18,2027.06.18,theatrical,confirmed,day,"Sony Group FY2025 Q4 release schedule and CinemaCon 2026: U.S. theatrical release June 18, 2027.",,official-current,https://www.sony.com/ja/SonyInfo/blog/2026/05/19/,2026-08-26,2025年発表6/4から2026年Sony Group公式6/18へ更新。,work_idは互換性のため維持。公開日更新でもIDは改名しない。
marvel-s-agent-carter-series-20152016,エージェント・カーター（ドラマ）,Marvel's Agent Carter (Series),エージェント・カーター,2015～2016年,2015–2016,series,released,LEGACY-MAIN,旧マーベル・テレビジョン（ABC／Hulu）,ABC/Hulu-era Marvel Television,legacy/ambiguous relative to current MCU,established,,,,,Peggy Carter continuity; Edwin Jarvis later appears in Avengers: Endgame. Treat separately from more ambiguous ABC/Hulu-era entries.,,,,,,2015-01-06,2015.01.06,series-start,confirmed,day,Original U.S. broadcaster/streamer series premiere record.,,legacy-retained,,,,
agents-of-s-h-i-e-l-d-20132020,エージェント・オブ・シールド,Agents of S.H.I.E.L.D.,エージェント・オブ・シールド,2013～2020年,2013–2020,series,released,APPENDIX,旧マーベル・テレビジョン（ABC／Hulu）,ABC/Hulu-era Marvel Television,legacy/ambiguous relative to current MCU,established,,,,,Show in an appendix with a caution marker; avoid asserting present-day MCU canon solely from old cross-references.,,,,,,2013-09-24,2013.09.24,series-start,confirmed,day,Original U.S. broadcaster/streamer series premiere record.,,legacy-retained,,,,
inhumans-2017,インヒューマンズ,Inhumans,インヒューマンズ,2017年,2017,series,released,APPENDIX,旧マーベル・テレビジョン（ABC／Hulu）,ABC/Hulu-era Marvel Television,legacy/ambiguous relative to current MCU,established,,,,,Show in an appendix with a caution marker; avoid asserting present-day MCU canon solely from old cross-references.,,,,,,2017-09-01,2017.09.01,imax-series-start,confirmed,day,Original official IMAX public premiere of the first two episodes; ABC broadcast followed later.,,legacy-retained,,,,
runaways-20172019,ランナウェイズ,Runaways,ランナウェイズ,2017～2019年,2017–2019,series,released,APPENDIX,旧マーベル・テレビジョン（ABC／Hulu）,ABC/Hulu-era Marvel Television,legacy/ambiguous relative to current MCU,established,,,,,Show in an appendix with a caution marker; avoid asserting present-day MCU canon solely from old cross-references.,,,,,,2017-11-21,2017.11.21,series-start,confirmed,day,Original U.S. broadcaster/streamer series premiere record.,,legacy-retained,,,,
cloak-dagger-20182019,クローク＆ダガー,Cloak & Dagger,クローク＆ダガー,2018～2019年,2018–2019,series,released,APPENDIX,旧マーベル・テレビジョン（ABC／Hulu）,ABC/Hulu-era Marvel Television,legacy/ambiguous relative to current MCU,established,,,,,Show in an appendix with a caution marker; avoid asserting present-day MCU canon solely from old cross-references.,,,,,,2018-06-07,2018.06.07,series-start,confirmed,day,Original U.S. broadcaster/streamer series premiere record.,,legacy-retained,,,,
x-men-the-animated-series-19921997,X-MEN（アニメシリーズ）,X-Men: The Animated Series,X-MEN（アニメシリーズ）,1992～1997年,1992–1997,animated series,released,LEGACY-MAIN,X-MEN アニメ系,X-Men animated continuity,1990s animated continuity,established,,,,,Marvel describes X-Men '97 as new stories in the iconic '90s timeline of the original series.,,,,,,1992-10-31,1992.10.31,series-start,confirmed,day,Original U.S. broadcaster/streamer series premiere record.,,legacy-retained,,,,
the-consultant-2011,ザ・コンサルタント,The Consultant,マーベル・ワンショット：ザ・コンサルタント,2011年,2011,short film,released,SUPPLEMENT,マーベル・ワンショット,Marvel One-Shots,short-form MCU,unverified-localization,,,,,Links The Incredible Hulk/SHIELD material into the early Avengers-era connective tissue.,,,,,,2011-09-13,2011.09.13,home-video,confirmed,day,Original Marvel home-video/Blu-ray release record.,,legacy-retained,,,,
a-funny-thing-happened-on-the-way-to-thor-s-hammer-2011,ソーのハンマーへの道中での出来事,A Funny Thing Happened on the Way to Thor's Hammer,マーベル・ワンショット：ソーのハンマーへの道中での出来事,2011年,2011,short film,released,SUPPLEMENT,マーベル・ワンショット,Marvel One-Shots,short-form MCU,unverified-localization,,,,,Coulson short between Iron Man 2 and Thor-era events.,,,,,,2011-10-25,2011.10.25,home-video,confirmed,day,Original Marvel home-video/Blu-ray release record.,,legacy-retained,,,,
item-47-2012,アイテム47,Item 47,マーベル・ワンショット：アイテム47,2012年,2012,short film,released,SUPPLEMENT,マーベル・ワンショット,Marvel One-Shots,short-form MCU,established,,,,,Post-Avengers SHIELD short.,,,,,,2012-09-25,2012.09.25,home-video,confirmed,day,Original Marvel home-video/Blu-ray release record.,,legacy-retained,,,,
agent-carter-one-shot-2013,エージェント・カーター（ワンショット）,Agent Carter (One-Shot),マーベル・ワンショット：エージェント・カーター,2013年,2013,short film,released,SUPPLEMENT,マーベル・ワンショット,Marvel One-Shots,short-form MCU,established,,,,,Peggy Carter short; precursor/companion to later Agent Carter material.,,,,,,2013-09-24,2013.09.24,home-video,confirmed,day,Original Marvel home-video/Blu-ray release record.,,legacy-retained,,,,
all-hail-the-king-2014,オール・ヘイル・ザ・キング,All Hail the King,マーベル・ワンショット：オール・ヘイル・ザ・キング,2014年,2014,short film,released,SUPPLEMENT,マーベル・ワンショット,Marvel One-Shots,short-form MCU,unverified-localization,,,,,Trevor Slattery follow-up after Iron Man 3; important to Shang-Chi and Wonder Man.,,,,,,2014-02-25,2014.02.25,home-video,confirmed,day,Original Marvel home-video/Blu-ray release record.,,legacy-retained,,,,
