edge_id,source_id,source_title_ja,target_id,target_title_ja,type_ja,type_en,strength,render_class,importance,importance_ja,importance_note,reason,audit_status,audit_basis,audit_source_url,last_verified,management_notes,audit_confidence,audit_source_kind,relation_scope,directness,continuity_scope,render_relation_map,render_chronology,render_prewatch,evidence_level,proxy_note,relation_kind,prewatch_tier,prewatch_reason,prewatch_basis,prewatch_review_status,prewatch_last_reviewed
luke-cage-s1-2016 -> luke-cage-s2-2018,luke-cage-s1-2016,ルーク・ケイジ S1,luke-cage-s2-2018,ルーク・ケイジ S2,シーズン継続,direct season continuation,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Season continuation.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,high,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
iron-fist-s1-2017 -> iron-fist-s2-2018,iron-fist-s1-2017,アイアン・フィスト S1,iron-fist-s2-2018,アイアン・フィスト S2,シーズン継続,direct season continuation,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Season continuation.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,high,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
the-punisher-s1-2017 -> the-punisher-s2-2019,the-punisher-s1-2017,パニッシャー S1,the-punisher-s2-2019,パニッシャー S2,シーズン継続,direct season continuation,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Season continuation.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,high,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
x-men-2000 -> x2-x-men-united-2003,x-men-2000,X-MEN,x2-x-men-united-2003,X-MEN2,直接の続編,direct sequel,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Original Fox X-Men trilogy.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,high,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
x2-x-men-united-2003 -> x-men-the-last-stand-2006,x2-x-men-united-2003,X-MEN2,x-men-the-last-stand-2006,X-MEN：ファイナル ディシジョン,直接の続編,direct sequel,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Original Fox X-Men trilogy.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,high,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
x-men-first-class-2011 -> x-men-days-of-future-past-2014,x-men-first-class-2011,X-MEN：ファースト・ジェネレーション,x-men-days-of-future-past-2014,X-MEN：フューチャー＆パスト,前日譚系／時間軸クロス,prequel-line / timeline crossover,strong,solid,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Fox prequel timeline continues and intersects prior cast.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,crossover,strong,same_or_intended,true,true,true,legacy-structured,,crossover,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
x-men-days-of-future-past-2014 -> x-men-apocalypse-2016,x-men-days-of-future-past-2014,X-MEN：フューチャー＆パスト,x-men-apocalypse-2016,X-MEN：アポカリプス,前日譚時間軸の続編,prequel-timeline sequel,strong,solid,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Revised/prequel timeline.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,strong,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
x-men-apocalypse-2016 -> dark-phoenix-2019,x-men-apocalypse-2016,X-MEN：アポカリプス,dark-phoenix-2019,X-MEN：ダーク・フェニックス,前日譚時間軸の続編,prequel-timeline sequel,strong,solid,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Revised/prequel timeline.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,strong,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
x-men-origins-wolverine-2009 -> the-wolverine-2013,x-men-origins-wolverine-2009,ウルヴァリン：X-MEN ZERO,the-wolverine-2013,ウルヴァリン：SAMURAI,ウルヴァリン映画系の継続,Wolverine film lineage,medium,dashed,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Same Wolverine film branch; Fox continuity is affected by later time travel.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,strong,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
the-wolverine-2013 -> logan-2017,the-wolverine-2013,ウルヴァリン：SAMURAI,logan-2017,LOGAN／ローガン,ウルヴァリン映画系の継続,Wolverine film lineage,medium,dashed,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Character/franchise lineage; avoid claiming a simple unbroken timeline.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,strong,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
blade-1998-1998 -> blade-ii-2002,blade-1998-1998,ブレイド,blade-ii-2002,ブレイド2,直接の続編,direct sequel,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Blade legacy trilogy.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,high,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
blade-ii-2002 -> blade-trinity-2004,blade-ii-2002,ブレイド2,blade-trinity-2004,ブレイド3,直接の続編,direct sequel,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Blade legacy trilogy.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,high,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
daredevil-2003 -> elektra-2005,daredevil-2003,デアデビル（2003）,elektra-2005,エレクトラ,キャラクターのスピンオフ,character spin-off,strong,solid,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Elektra spins out of the 2003 Daredevil film continuity.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,strong,same_or_intended,true,true,true,legacy-structured,,spinoff,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
fantastic-four-2005 -> fantastic-four-rise-of-the-silver-surfer-2007,fantastic-four-2005,ファンタスティック・フォー ［超能力ユニット］,fantastic-four-rise-of-the-silver-surfer-2007,ファンタスティック・フォー：銀河の危機,直接の続編,direct sequel,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Fox Fantastic Four film line.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,high,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
the-incredible-hulk-2008 -> the-avengers-2012,the-incredible-hulk-2008,インクレディブル・ハルク,the-avengers-2012,アベンジャーズ,ハルクのアベンジャーズ合流,reaudit connection,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,ブルース・バナー／ハルクが次にアベンジャーズの主要メンバーとして合流。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,indirect,same_or_intended,true,false,true,legacy-structured,,crossover,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
the-incredible-hulk-2008 -> the-consultant-2011,the-incredible-hulk-2008,インクレディブル・ハルク,the-consultant-2011,ザ・コンサルタント,ポストクレジット場面の補完,reaudit connection,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,ワンショットが『インクレディブル・ハルク』終盤のロス／スターク周辺を補完。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,story_link,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
the-consultant-2011 -> the-avengers-2012,the-consultant-2011,ザ・コンサルタント,the-avengers-2012,アベンジャーズ,アベンジャーズ計画への橋渡し,reaudit connection,medium,dashed,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,コールソン／フューリー側のアベンジャーズ計画を補助するワンショット。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,indirect,same_or_intended,true,false,true,legacy-structured,,story_link,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
iron-man-2-2010 -> a-funny-thing-happened-on-the-way-to-thor-s-hammer-2011,iron-man-2-2010,アイアンマン2,a-funny-thing-happened-on-the-way-to-thor-s-hammer-2011,ソーのハンマーへの道中での出来事,コールソン移動中の補完,reaudit connection,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,『アイアンマン2』後、コールソンがニューメキシコへ向かう途中の出来事。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,indirect,same_or_intended,true,false,true,legacy-structured,,story_link,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
a-funny-thing-happened-on-the-way-to-thor-s-hammer-2011 -> thor-2011,a-funny-thing-happened-on-the-way-to-thor-s-hammer-2011,ソーのハンマーへの道中での出来事,thor-2011,マイティ・ソー,『マイティ・ソー』直前の橋渡し,reaudit connection,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,コールソンがニューメキシコへ向かう流れが『マイティ・ソー』へ接続。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,story_link,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
iron-man-2-2010 -> thor-2011,iron-man-2-2010,アイアンマン2,thor-2011,マイティ・ソー,S.H.I.E.L.D.／コールソンの並行接続,reaudit connection,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,『アイアンマン2』終盤からコールソンのニューメキシコ任務へ連続。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,world_lore,indirect,same_or_intended,true,false,true,legacy-structured,,world_lore,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
thor-the-dark-world-2013 -> guardians-of-the-galaxy-2014,thor-the-dark-world-2013,マイティ・ソー／ダーク・ワールド,guardians-of-the-galaxy-2014,ガーディアンズ・オブ・ギャラクシー,コレクター／インフィニティ・ストーン接続,reaudit connection,medium,dashed,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,エーテルをコレクターへ預ける流れが宇宙側・インフィニティ・ストーン枝へ接続。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,indirect,same_or_intended,true,false,true,legacy-structured,,story_link,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
doctor-strange-2016 -> thor-ragnarok-2017,doctor-strange-2016,ドクター・ストレンジ,thor-ragnarok-2017,マイティ・ソー バトルロイヤル,ドクター・ストレンジ客演接続,reaudit connection,strong,solid,reference,参照,客演・設定共有・別宇宙・出演確認などの参照接続。「全線」で表示、表示時も選択作品への直接接続だけ補助点灯。,ストレンジがソーとロキのオーディン捜索に関与。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,indirect,same_or_intended,true,false,false,legacy-structured,,story_link,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
avengers-age-of-ultron-2015 -> black-panther-2018,avengers-age-of-ultron-2015,アベンジャーズ／エイジ・オブ・ウルトロン,black-panther-2018,ブラックパンサー,クロウ／ワカンダ設定の先行接続,reaudit connection,medium,dashed,reference,参照,客演・設定共有・別宇宙・出演確認などの参照接続。「全線」で表示、表示時も選択作品への直接接続だけ補助点灯。,ユリシーズ・クロウとワカンダ由来のヴィブラニウム設定が『ブラックパンサー』へ続く。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,indirect,same_or_intended,true,false,false,legacy-structured,,world_lore,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
captain-america-civil-war-2016 -> black-panther-2018,captain-america-civil-war-2016,シビル・ウォー／キャプテン・アメリカ,black-panther-2018,ブラックパンサー,ブラックパンサー初登場からの直接継続,reaudit connection,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,ティ・チャラ／ワカンダのMCU初登場から単独作へ。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,story_link,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
captain-america-civil-war-2016 -> spider-man-homecoming-2017,captain-america-civil-war-2016,シビル・ウォー／キャプテン・アメリカ,spider-man-homecoming-2017,スパイダーマン：ホームカミング,スパイダーマン初登場からの直接継続,reaudit connection,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,ピーターのアベンジャーズ参加経験を受けて『ホームカミング』が始まる。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,story_link,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
captain-america-civil-war-2016 -> black-widow-2021,captain-america-civil-war-2016,シビル・ウォー／キャプテン・アメリカ,black-widow-2021,ブラック・ウィドウ,ナターシャの直接的な後日談,reaudit connection,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,『ブラック・ウィドウ』本編は『シビル・ウォー』直後のナターシャを描く。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,aftermath,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
captain-america-civil-war-2016 -> the-falcon-and-the-winter-soldier-2021,captain-america-civil-war-2016,シビル・ウォー／キャプテン・アメリカ,the-falcon-and-the-winter-soldier-2021,ファルコン＆ウィンター・ソルジャー,サム／バッキー関係の前史,reaudit connection,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,サムとバッキーの関係・アベンジャーズ分裂期の前史として接続。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,character,proxy,same_or_intended,true,false,true,legacy-structured,,character_continuity,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
black-panther-2018 -> avengers-infinity-war-2018,black-panther-2018,ブラックパンサー,avengers-infinity-war-2018,アベンジャーズ／インフィニティ・ウォー,ワカンダ戦への直接合流,reaudit connection,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,ワカンダと主要人物が『インフィニティ・ウォー』終盤の戦いへ直接合流。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,indirect,same_or_intended,true,false,true,legacy-structured,,crossover,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
captain-marvel-2019 -> avengers-endgame-2019,captain-marvel-2019,キャプテン・マーベル,avengers-endgame-2019,アベンジャーズ／エンドゲーム,キャプテン・マーベルのアベンジャーズ合流,reaudit connection,very strong,solid_thick,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,キャロルが『エンドゲーム』でアベンジャーズ側へ合流。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,crossover,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
avengers-endgame-2019 -> wandavision-2021,avengers-endgame-2019,アベンジャーズ／エンドゲーム,wandavision-2021,ワンダヴィジョン,エンドゲーム後のワンダの物語,reaudit connection,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,ヴィジョン喪失と『エンドゲーム』後のワンダが『ワンダヴィジョン』へ続く。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,indirect,same_or_intended,true,false,true,legacy-structured,,story_link,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
avengers-infinity-war-2018 -> wandavision-2021,avengers-infinity-war-2018,アベンジャーズ／インフィニティ・ウォー,wandavision-2021,ワンダヴィジョン,ヴィジョン喪失の直接前提,reaudit connection,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,ヴィジョンの死が『ワンダヴィジョン』の中心的前提。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,story_link,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
avengers-age-of-ultron-2015 -> wandavision-2021,avengers-age-of-ultron-2015,アベンジャーズ／エイジ・オブ・ウルトロン,wandavision-2021,ワンダヴィジョン,ワンダ／ヴィジョン関係の起点,reaudit connection,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,ワンダとヴィジョンのMCU上の起点。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,story_link,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
captain-america-civil-war-2016 -> wandavision-2021,captain-america-civil-war-2016,シビル・ウォー／キャプテン・アメリカ,wandavision-2021,ワンダヴィジョン,ワンダ／ヴィジョン関係の発展,reaudit connection,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,『シビル・ウォー』で二人の関係とソコヴィア協定下の状況が発展。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,world_lore,indirect,same_or_intended,true,false,true,legacy-structured,,world_lore,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
thor-the-dark-world-2013 -> wandavision-2021,thor-the-dark-world-2013,マイティ・ソー／ダーク・ワールド,wandavision-2021,ワンダヴィジョン,ダーシー・ルイス再登場,reaudit connection,medium,dashed,reference,参照,客演・設定共有・別宇宙・出演確認などの参照接続。「全線」で表示、表示時も選択作品への直接接続だけ補助点灯。,ダーシーがソー枝から『ワンダヴィジョン』へ再登場。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,character,proxy,same_or_intended,true,false,false,legacy-structured,,character_continuity,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
ant-man-and-the-wasp-2018 -> wandavision-2021,ant-man-and-the-wasp-2018,アントマン＆ワスプ,wandavision-2021,ワンダヴィジョン,ジミー・ウー再登場,reaudit connection,medium,dashed,reference,参照,客演・設定共有・別宇宙・出演確認などの参照接続。「全線」で表示、表示時も選択作品への直接接続だけ補助点灯。,FBI捜査官ジミー・ウーが『ワンダヴィジョン』へ再登場。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,character,proxy,same_or_intended,true,false,false,legacy-structured,,character_continuity,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
captain-marvel-2019 -> wandavision-2021,captain-marvel-2019,キャプテン・マーベル,wandavision-2021,ワンダヴィジョン,モニカ・ランボーの成長後,reaudit connection,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,『キャプテン・マーベル』の少女モニカが成人して再登場。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,character,proxy,same_or_intended,true,false,true,legacy-structured,,character_continuity,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
avengers-endgame-2019 -> the-falcon-and-the-winter-soldier-2021,avengers-endgame-2019,アベンジャーズ／エンドゲーム,the-falcon-and-the-winter-soldier-2021,ファルコン＆ウィンター・ソルジャー,エンドゲーム後の直接的な継続,reaudit connection,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,サムが盾を託された『エンドゲーム』を直接受けるシリーズ。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,story_link,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
avengers-endgame-2019 -> loki-s1-2021,avengers-endgame-2019,アベンジャーズ／エンドゲーム,loki-s1-2021,ロキ シーズン1,タイム強奪から生じた直接分岐,reaudit connection,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,『エンドゲーム』の2012年タイム強奪でロキがテッセラクトを奪った分岐から始まる。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,story_link,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
avengers-endgame-2019 -> hawkeye-2021,avengers-endgame-2019,アベンジャーズ／エンドゲーム,hawkeye-2021,ホークアイ,クリント／ナターシャのエンドゲーム後日談,reaudit connection,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,ローニン期とナターシャ喪失を抱えるクリントの後日談。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,indirect,same_or_intended,true,false,true,legacy-structured,,aftermath,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
